Accession (Identificador),Begin (Inicio de la trasnscripción),End (final de la transcripción),Orientation,Name (Alias),Symbol,Gene Type,Protein accession (Posible identificador de la proteína),Protein name (Product),Protein length,Locus tag
NZ_CP009124.1,189647,191272,minus,ABC transporter ATP-binding protein,,protein-coding,WP_016328179.1,ABC transporter ATP-binding protein,541,SLIV_RS00945
NZ_CP009124.1,191269,192123,minus,ABC transporter permease subunit,,protein-coding,WP_003971462.1,ABC transporter permease subunit,284,SLIV_RS00950
NZ_CP009124.1,192120,193070,minus,ABC transporter permease,,protein-coding,WP_003971463.1,ABC transporter permease,316,SLIV_RS00955
NZ_CP009124.1,193067,194653,minus,ABC transporter substrate-binding protein,,protein-coding,WP_016328178.1,ABC transporter substrate-binding protein,528,SLIV_RS00960
NZ_CP009124.1,194765,194986,minus,ferredoxin,,protein-coding,WP_003971465.1,ferredoxin,73,SLIV_RS00965
NZ_CP009124.1,195142,195591,minus,hypothetical protein,,protein-coding,WP_016328177.1,hypothetical protein,149,SLIV_RS00970
NZ_CP009124.1,195633,196031,minus,cupredoxin domain-containing protein,,protein-coding,WP_003971467.1,cupredoxin domain-containing protein,132,SLIV_RS00975
NZ_CP009124.1,196070,196624,minus,lipoprotein,,protein-coding,WP_003971468.1,lipoprotein,184,SLIV_RS00980
NZ_CP009124.1,196810,197670,minus,UbiA family prenyltransferase,,protein-coding,WP_038535486.1,UbiA family prenyltransferase,286,SLIV_RS00985
NZ_CP009124.1,197716,198933,plus,type III polyketide synthase,,protein-coding,WP_420716007.1,type III polyketide synthase,405,SLIV_RS00990
NZ_CP009124.1,198943,199458,plus,isoprenylcysteine carboxyl methyltransferase family protein,,protein-coding,WP_003971471.1,isoprenylcysteine carboxyl methyltransferase family protein,171,SLIV_RS00995
NZ_CP009124.1,199455,200486,plus,NAD(P)/FAD-dependent oxidoreductase,,protein-coding,WP_003971472.1,NAD(P)/FAD-dependent oxidoreductase,343,SLIV_RS01000
NZ_CP009124.1,200673,201377,minus,helix-turn-helix transcriptional regulator,,protein-coding,WP_003971473.1,helix-turn-helix transcriptional regulator,234,SLIV_RS01005
NZ_CP009124.1,201498,202112,plus,GTP cyclohydrolase I FolE,folE,protein-coding,WP_016328175.1,GTP cyclohydrolase I FolE,204,SLIV_RS01010
NZ_CP009124.1,202146,203393,plus,NAD(P)/FAD-dependent oxidoreductase,,protein-coding,WP_003971475.1,NAD(P)/FAD-dependent oxidoreductase,415,SLIV_RS01015
NZ_CP009124.1,203432,204307,plus,dihydropteroate synthase,folP,protein-coding,WP_003971476.1,dihydropteroate synthase,291,SLIV_RS01020
NZ_CP009124.1,204307,205050,plus,pyrimidine reductase family protein,,protein-coding,WP_016328174.1,pyrimidine reductase family protein,247,SLIV_RS01025
NZ_CP009124.1,205095,205691,minus,HD domain-containing protein,,protein-coding,WP_003971478.1,HD domain-containing protein,198,SLIV_RS01030
NZ_CP009124.1,205697,206644,minus,NADP-dependent oxidoreductase,,protein-coding,WP_003971479.1,NADP-dependent oxidoreductase,315,SLIV_RS01035
NZ_CP009124.1,206834,207043,plus,DUF2945 domain-containing protein,,protein-coding,WP_011031814.1,DUF2945 domain-containing protein,69,SLIV_RS01040
NZ_CP009124.1,207052,207588,plus,DUF488 family protein,,protein-coding,WP_003971481.1,DUF488 family protein,178,SLIV_RS01045
NZ_CP009124.1,207585,207869,plus,MGMT family protein,,protein-coding,WP_003971482.1,MGMT family protein,94,SLIV_RS01050
NZ_CP009124.1,208102,209280,minus,chloramphenicol efflux MFS transporter CmlR,,protein-coding,WP_003971483.1,chloramphenicol efflux MFS transporter CmlR,392,SLIV_RS01055
NZ_CP009124.1,209518,210123,minus,dihydrofolate reductase family protein,,protein-coding,WP_016328172.1,dihydrofolate reductase family protein,201,SLIV_RS01060
NZ_CP009124.1,210209,210691,minus,pH-gated potassium channel KcsA,kcsA,protein-coding,WP_003971485.1,pH-gated potassium channel KcsA,160,SLIV_RS01065
NZ_CP009124.1,211018,212139,plus,FAD-dependent oxidoreductase,,protein-coding,WP_003971486.1,FAD-dependent oxidoreductase,373,SLIV_RS01070
NZ_CP009124.1,212272,214029,minus,lysyl oxidase family protein,,protein-coding,WP_003971487.1,lysyl oxidase family protein,585,SLIV_RS01075
NZ_CP009124.1,214211,214756,minus,2'-5' RNA ligase family protein,,protein-coding,WP_016328169.1,2'-5' RNA ligase family protein,181,SLIV_RS01080
NZ_CP009124.1,214803,215735,minus,aldo/keto reductase,,protein-coding,WP_003971489.1,aldo/keto reductase,310,SLIV_RS01085
NZ_CP009124.1,215792,216649,minus,aldo/keto reductase,,protein-coding,WP_003971490.1,aldo/keto reductase,285,SLIV_RS01090
NZ_CP009124.1,216901,217623,plus,VOC family protein,,protein-coding,WP_003971491.1,VOC family protein,240,SLIV_RS01095
NZ_CP009124.1,217728,218279,minus,GNAT family N-acetyltransferase,,protein-coding,WP_003971492.1,GNAT family N-acetyltransferase,183,SLIV_RS01100
NZ_CP009124.1,218331,218924,plus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_016328168.1,TetR/AcrR family transcriptional regulator,197,SLIV_RS01105
NZ_CP009124.1,218926,220398,minus,alpha/beta hydrolase,,protein-coding,WP_037665955.1,alpha/beta hydrolase,490,SLIV_RS01110
NZ_CP009124.1,220581,221777,plus,sensor histidine kinase,,protein-coding,WP_003971495.1,sensor histidine kinase,398,SLIV_RS01115
NZ_CP009124.1,221877,222569,plus,response regulator transcription factor,,protein-coding,WP_262345347.1,response regulator transcription factor,230,SLIV_RS01120
NZ_CP009124.1,222611,223150,minus,EF-hand domain-containing protein,,protein-coding,WP_003971497.1,EF-hand domain-containing protein,179,SLIV_RS01125
NZ_CP009124.1,223459,223731,minus,DUF4190 domain-containing protein,,protein-coding,WP_003971498.1,DUF4190 domain-containing protein,90,SLIV_RS01130
NZ_CP009124.1,223865,224578,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003971499.1,TetR/AcrR family transcriptional regulator,237,SLIV_RS01135
NZ_CP009124.1,224686,225909,plus,saccharopine dehydrogenase family protein,,protein-coding,WP_003971500.1,saccharopine dehydrogenase family protein,407,SLIV_RS01140
NZ_CP009124.1,225962,226231,minus,DUF1905 domain-containing protein,,protein-coding,WP_037667056.1,DUF1905 domain-containing protein,89,SLIV_RS01145
NZ_CP009124.1,226254,226619,minus,VOC family protein,,protein-coding,WP_016328164.1,VOC family protein,121,SLIV_RS01150
NZ_CP009124.1,226679,227875,minus,nuclear transport factor 2 family protein,,protein-coding,WP_016328163.1,nuclear transport factor 2 family protein,398,SLIV_RS01155
NZ_CP009124.1,227974,228957,plus,LysR family transcriptional regulator,,protein-coding,WP_016328162.1,LysR family transcriptional regulator,327,SLIV_RS01160
NZ_CP009124.1,228977,229399,minus,MarR family winged helix-turn-helix transcriptional regulator,,protein-coding,WP_003971505.1,MarR family winged helix-turn-helix transcriptional regulator,140,SLIV_RS01165
NZ_CP009124.1,229626,230930,plus,phosphopyruvate hydratase,eno,protein-coding,WP_003971506.1,phosphopyruvate hydratase,434,SLIV_RS01170
NZ_CP009124.1,231466,232851,plus,cellulase family glycosylhydrolase,,protein-coding,WP_003971507.1,cellulase family glycosylhydrolase,461,SLIV_RS01175
NZ_CP009124.1,232912,233202,minus,membrane protein,,protein-coding,WP_003971508.1,membrane protein,96,SLIV_RS01180
NZ_CP009124.1,233362,233910,plus,snapalysin family zinc-dependent metalloprotease,,protein-coding,WP_003971509.1,snapalysin family zinc-dependent metalloprotease,182,SLIV_RS01185
NZ_CP009124.1,233933,235834,minus,SMI1/KNR4 family protein,,protein-coding,WP_003971510.1,SMI1/KNR4 family protein,633,SLIV_RS01190
NZ_CP009124.1,235950,236879,plus,endo-beta-N-acetylglucosaminidase H,,protein-coding,WP_016328159.1,endo-beta-N-acetylglucosaminidase H,309,SLIV_RS01195
NZ_CP009124.1,236956,237789,minus,PIG-L family deacetylase,,protein-coding,WP_003971512.1,PIG-L family deacetylase,277,SLIV_RS01200
NZ_CP009124.1,238033,239922,plus,LamG-like jellyroll fold domain-containing protein,,protein-coding,WP_038534182.1,LamG-like jellyroll fold domain-containing protein,629,SLIV_RS01205
NZ_CP009124.1,239906,240580,minus,histidine phosphatase family protein,,protein-coding,WP_003971514.1,histidine phosphatase family protein,224,SLIV_RS01210
NZ_CP009124.1,240656,241897,minus,D-mannonate dehydratase ManD,manD,protein-coding,WP_003971515.1,D-mannonate dehydratase ManD,413,SLIV_RS01215
NZ_CP009124.1,241950,243086,minus,PQQ-dependent sugar dehydrogenase,,protein-coding,WP_016328157.1,PQQ-dependent sugar dehydrogenase,378,SLIV_RS01220
NZ_CP009124.1,243242,243823,minus,dihydrofolate reductase family protein,,protein-coding,WP_003971517.1,dihydrofolate reductase family protein,193,SLIV_RS01225
NZ_CP009124.1,244087,245565,plus,FAD-dependent monooxygenase,,protein-coding,WP_003971518.1,FAD-dependent monooxygenase,492,SLIV_RS01230
NZ_CP009124.1,245590,246711,minus,FAD-dependent oxidoreductase,,protein-coding,WP_003971519.1,FAD-dependent oxidoreductase,373,SLIV_RS01235
NZ_CP009124.1,246765,247460,plus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003971520.1,TetR/AcrR family transcriptional regulator,231,SLIV_RS01240
NZ_CP009124.1,247567,249141,plus,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,,protein-coding,WP_037665965.1,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,524,SLIV_RS01245
NZ_CP009124.1,249138,250598,plus,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,pntB,protein-coding,WP_003971522.1,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,486,SLIV_RS01250
NZ_CP009124.1,250661,251104,minus,nuclear transport factor 2 family protein,,protein-coding,WP_003971523.1,nuclear transport factor 2 family protein,147,SLIV_RS01255
NZ_CP009124.1,251245,251604,minus,DUF488 domain-containing protein,,protein-coding,WP_003971524.1,DUF488 domain-containing protein,119,SLIV_RS01260
NZ_CP009124.1,251698,252102,minus,STAS domain-containing protein,,protein-coding,WP_003971525.1,STAS domain-containing protein,134,SLIV_RS01265
NZ_CP009124.1,252189,252947,minus,IclR family transcriptional regulator,,protein-coding,WP_003971526.1,IclR family transcriptional regulator,252,SLIV_RS01270
NZ_CP009124.1,252989,253804,minus,SAM-dependent methyltransferase,,protein-coding,WP_003971527.1,SAM-dependent methyltransferase,271,SLIV_RS01275
NZ_CP009124.1,253801,254070,minus,DUF397 domain-containing protein,,protein-coding,WP_003971528.1,DUF397 domain-containing protein,89,SLIV_RS01280
NZ_CP009124.1,254067,254939,minus,helix-turn-helix domain-containing protein,,protein-coding,WP_003971529.1,helix-turn-helix domain-containing protein,290,SLIV_RS01285
NZ_CP009124.1,255038,255559,plus,ATP-binding protein,,protein-coding,WP_003971530.1,ATP-binding protein,173,SLIV_RS01290
NZ_CP009124.1,255643,258099,plus,SCO7613 C-terminal domain-containing membrane protein,,protein-coding,WP_038534183.1,SCO7613 C-terminal domain-containing membrane protein,818,SLIV_RS01295
NZ_CP009124.1,258279,258929,plus,YceI family protein,,protein-coding,WP_003971532.1,YceI family protein,216,SLIV_RS01300
NZ_CP009124.1,258933,259616,minus,2-phosphosulfolactate phosphatase,,protein-coding,WP_030864421.1,2-phosphosulfolactate phosphatase,227,SLIV_RS01305
NZ_CP009124.1,259649,260629,minus,helix-turn-helix transcriptional regulator,,protein-coding,WP_003971534.1,helix-turn-helix transcriptional regulator,326,SLIV_RS01310
NZ_CP009124.1,260815,261501,plus,alpha/beta fold hydrolase,,protein-coding,WP_003971535.1,alpha/beta fold hydrolase,228,SLIV_RS01315
NZ_CP009124.1,261536,261910,minus,VOC family protein,,protein-coding,WP_003971536.1,VOC family protein,124,SLIV_RS01320
NZ_CP009124.1,262076,263236,plus,serine hydrolase domain-containing protein,,protein-coding,WP_046247546.1,serine hydrolase domain-containing protein,386,SLIV_RS01325
NZ_CP009124.1,263260,264381,minus,ABC transporter substrate-binding protein,,protein-coding,WP_079021071.1,ABC transporter substrate-binding protein,373,SLIV_RS01330
NZ_CP009124.1,264581,266002,plus,M1 family metallopeptidase,,protein-coding,WP_016328144.1,M1 family metallopeptidase,473,SLIV_RS01335
NZ_CP009124.1,266010,266876,minus,endonuclease/exonuclease/phosphatase family protein,,protein-coding,WP_016328143.1,endonuclease/exonuclease/phosphatase family protein,288,SLIV_RS01340
NZ_CP009124.1,267029,267967,plus,LysR family transcriptional regulator,,protein-coding,WP_003971541.1,LysR family transcriptional regulator,312,SLIV_RS01345
NZ_CP009124.1,268075,268662,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003971542.1,TetR/AcrR family transcriptional regulator,195,SLIV_RS01350
NZ_CP009124.1,268790,270262,plus,amidase,,protein-coding,WP_037665967.1,amidase,490,SLIV_RS01355
NZ_CP009124.1,270558,271772,plus,alanine--tRNA ligase-related protein,,protein-coding,WP_003971544.1,alanine--tRNA ligase-related protein,404,SLIV_RS01360
NZ_CP009124.1,271780,272715,minus,MurR/RpiR family transcriptional regulator,,protein-coding,WP_003971545.1,MurR/RpiR family transcriptional regulator,311,SLIV_RS01365
NZ_CP009124.1,272923,273909,plus,N-acetylglucosamine kinase,,protein-coding,WP_231909034.1,N-acetylglucosamine kinase,328,SLIV_RS01370
NZ_CP009124.1,273918,275489,plus,sodium:solute symporter,,protein-coding,WP_003971547.1,sodium:solute symporter,523,SLIV_RS01375
NZ_CP009124.1,275527,276702,plus,anhydro-N-acetylmuramic acid kinase,,protein-coding,WP_016328138.1,anhydro-N-acetylmuramic acid kinase,391,SLIV_RS01380
NZ_CP009124.1,276726,277772,minus,L-glyceraldehyde 3-phosphate reductase,mgrA,protein-coding,WP_003971549.1,L-glyceraldehyde 3-phosphate reductase,348,SLIV_RS01385
NZ_CP009124.1,277937,278302,minus,darcynin,,protein-coding,WP_003971550.1,darcynin,121,SLIV_RS01390
NZ_CP009124.1,278374,279267,minus,NAD(P)H-binding protein,,protein-coding,WP_011031766.1,NAD(P)H-binding protein,297,SLIV_RS01395
NZ_CP009124.1,279380,280342,plus,LysR substrate-binding domain-containing protein,,protein-coding,WP_003971552.1,LysR substrate-binding domain-containing protein,320,SLIV_RS01400
NZ_CP009124.1,280817,282337,plus,catalase,,protein-coding,WP_003971553.1,catalase,506,SLIV_RS01405
NZ_CP009124.1,282602,283351,plus,hypothetical protein,,protein-coding,WP_030864375.1,hypothetical protein,249,SLIV_RS01410
NZ_CP009124.1,283499,284419,plus,SDR family oxidoreductase,,protein-coding,WP_003971555.1,SDR family oxidoreductase,306,SLIV_RS01415
NZ_CP009124.1,284490,285857,minus,phosphatase PAP2 family protein,,protein-coding,WP_003971556.1,phosphatase PAP2 family protein,455,SLIV_RS01420
NZ_CP009124.1,285962,287035,minus,alkene reductase,,protein-coding,WP_003971557.1,alkene reductase,357,SLIV_RS01425
NZ_CP009124.1,287152,287517,plus,MerR family transcriptional regulator,,protein-coding,WP_016328136.1,MerR family transcriptional regulator,121,SLIV_RS01430
NZ_CP009124.1,287578,288150,plus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003971559.1,TetR/AcrR family transcriptional regulator,190,SLIV_RS01435
NZ_CP009124.1,288185,290059,minus,glycoside hydrolase family 9 protein,,protein-coding,WP_038534184.1,glycoside hydrolase family 9 protein,624,SLIV_RS01440
NZ_CP009124.1,290196,291413,plus,AAA family ATPase,,protein-coding,WP_003971562.1,AAA family ATPase,405,SLIV_RS01445
NZ_CP009124.1,291434,293104,plus,vWA domain-containing protein,,protein-coding,WP_003971563.1,vWA domain-containing protein,556,SLIV_RS01450
NZ_CP009124.1,293202,294017,minus,SAM-dependent methyltransferase,,protein-coding,WP_003971564.1,SAM-dependent methyltransferase,271,SLIV_RS01455
NZ_CP009124.1,294062,294937,minus,helix-turn-helix domain-containing protein,,protein-coding,WP_003971565.1,helix-turn-helix domain-containing protein,291,SLIV_RS01460
NZ_CP009124.1,295210,295686,plus,hypothetical protein,,protein-coding,WP_003971566.1,hypothetical protein,158,SLIV_RS01465
NZ_CP009124.1,295730,296839,minus,glycoside hydrolase family 43 protein,,protein-coding,WP_003971567.1,glycoside hydrolase family 43 protein,369,SLIV_RS01470
NZ_CP009124.1,297093,298286,plus,glycoside hydrolase family 64 protein,,protein-coding,WP_003971568.1,glycoside hydrolase family 64 protein,397,SLIV_RS01475
NZ_CP009124.1,298386,299237,plus,uncharacterized gene,,pseudogene,,,,SLIV_RS01480
NZ_CP009124.1,299327,299473,minus,hypothetical protein,,protein-coding,WP_016328134.1,hypothetical protein,48,SLIV_RS40185
NZ_CP009124.1,299674,300018,plus,STAS domain-containing protein,,protein-coding,WP_003971571.1,STAS domain-containing protein,114,SLIV_RS01490
NZ_CP009124.1,300015,302993,minus,FAD-binding and (Fe-S)-binding domain-containing protein,,protein-coding,WP_003971572.1,FAD-binding and (Fe-S)-binding domain-containing protein,992,SLIV_RS01495
NZ_CP009124.1,303085,303504,minus,RidA family protein,,protein-coding,WP_003971573.1,RidA family protein,139,SLIV_RS01500
NZ_CP009124.1,303501,304628,minus,mandelate racemase/muconate lactonizing enzyme family protein,,protein-coding,WP_011031755.1,mandelate racemase/muconate lactonizing enzyme family protein,375,SLIV_RS01505
NZ_CP009124.1,304652,305443,minus,creatininase family protein,,protein-coding,WP_016328132.1,creatininase family protein,263,SLIV_RS01510
NZ_CP009124.1,305485,306444,plus,ROK family protein,,protein-coding,WP_079028361.1,ROK family protein,319,SLIV_RS01515
NZ_CP009124.1,306456,307418,minus,ATP-binding cassette domain-containing protein,,protein-coding,WP_016328130.1,ATP-binding cassette domain-containing protein,320,SLIV_RS01520
NZ_CP009124.1,307415,308281,minus,ATP-binding cassette domain-containing protein,,protein-coding,WP_003971578.1,ATP-binding cassette domain-containing protein,288,SLIV_RS01525
NZ_CP009124.1,308278,309192,minus,ABC transporter permease,,protein-coding,WP_016328129.1,ABC transporter permease,304,SLIV_RS01530
NZ_CP009124.1,309189,310181,minus,ABC transporter permease,,protein-coding,WP_003971580.1,ABC transporter permease,330,SLIV_RS01535
NZ_CP009124.1,310178,311755,minus,ABC transporter substrate-binding protein,,protein-coding,WP_016328128.1,ABC transporter substrate-binding protein,525,SLIV_RS01540
NZ_CP009124.1,311810,312646,plus,IclR family transcriptional regulator,,protein-coding,WP_011031747.1,IclR family transcriptional regulator,278,SLIV_RS01545
